"label","name","super_class","is_extendable","sys_updated_on"
"List Server Script","sys_ui_list_script_server","Application File","false","2020-09-13 06:16:28"
"Macro","sys_ui_macro","Application File","true","2020-09-13 06:15:11"
"Message","sys_ui_message","Application File","false","2020-09-13 06:14:32"
"Mobile App Shortcut Item","sys_ui_mobile_app_shortcut_item","Application File","false","2020-09-13 06:17:54"
"Mobile Home Page","sys_ui_mobile_home_page","Application File","false","2020-09-13 06:17:54"
"Mobile Home Page Collection","sys_ui_mobile_home_page_collection","Application File","false","2020-09-13 06:17:55"
"Collection Home Page","sys_ui_mobile_home_page_collection_m2m_home_page","Application File","false","2020-09-13 06:17:53"
"Home Page Section","sys_ui_mobile_home_page_m2m_home_page_section","Application File","false","2020-09-13 06:17:56"
"Mobile Home Page Module","sys_ui_mobile_home_page_module","Application File","false","2020-09-13 06:17:55"
"Mobile Home Page Section","sys_ui_mobile_home_page_section","Application File","false","2020-09-13 06:17:56"
"Home Page Section Module","sys_ui_mobile_home_page_section_m2m_home_page_module","Application File","false","2020-09-13 06:17:55"
"Mobile Offline Result","sys_ui_mobile_offline_result","","false","2020-09-13 06:17:56"
"Mobile Theme","sys_ui_mobile_theme","Application File","false","2020-09-13 06:17:54"
"Mobile Visualization","sys_ui_mobile_visualization","","false","2020-09-13 06:17:55"
"Module","sys_ui_module","Application File","false","2020-09-13 06:17:54"
"Navigator History","sys_ui_navigator_history","","false","2020-09-13 06:17:52"
"UI Action - Mobile","sys_ui_ng_action","Application File","false","2020-09-13 06:17:55"
"Overview Help Page","sys_ui_overview_help","Application File","false","2020-09-13 06:18:46"
"Overview Help Panel","sys_ui_overview_help_panel","Application File","false","2020-09-13 06:18:46"
"UI Page","sys_ui_page","Application File","false","2020-09-13 06:15:12"
"UI Policy","sys_ui_policy","Application File","true","2020-09-13 06:15:18"
"UI Policy Action","sys_ui_policy_action","Application File","true","2020-09-13 06:15:18"
"UI Policy Related List Action","sys_ui_policy_rl_action","Application File","false","2020-09-13 06:15:18"
"Recent Selection","sys_ui_recent_selection","","false","2020-09-13 06:17:42"
"Reference Style","sys_ui_reference_style","Application File","false","2020-09-13 06:14:32"
"Related List","sys_ui_related_list","Application File","false","2020-09-13 06:14:33"
"Related List Entry","sys_ui_related_list_entry","","true","2020-09-13 06:14:33"
"Related List Relationship Entry","sys_ui_related_list_relationship_entry","Related List Entry","false","2020-09-13 06:17:28"
"UI Script","sys_ui_script","Application File","false","2020-09-13 06:15:12"
"Form Section","sys_ui_section","Application File","false","2020-09-13 06:14:32"
"Style","sys_ui_style","Application File","false","2020-09-13 06:14:31"
"Theme","sys_ui_theme","Application File","false","2020-09-13 06:18:27"
"Document Title","sys_ui_title","Application File","false","2020-09-13 06:17:42"
"UI View","sys_ui_view","Application File","false","2020-09-13 06:14:32"
"Sys Update","sys_update","","false","2020-09-13 06:14:18"
"Update Set Collisions Map","sys_update_cm","","false","2020-09-13 06:19:32"
"Update Set Collisions","sys_update_collision_xml","","false","2020-09-13 06:19:32"
"Update Comparison","sys_update_diff","","false","2020-09-13 06:39:52"
"Rollback Log","sys_update_log","","false","2020-09-13 06:19:34"
"Update Set Preview Problem","sys_update_preview_problem","","false","2020-09-13 06:19:33"
"Update Set Preview","sys_update_preview_xml","","false","2020-09-13 06:19:32"
"Update Set","sys_update_set","","false","2020-09-13 06:14:17"
"Update Set Log","sys_update_set_log","","false","2020-09-13 06:19:34"
"Remote Instance","sys_update_set_source","","false","2020-09-13 06:19:34"
"Update Versions","sys_update_version","","false","2020-09-13 06:14:11"
"Customer Update","sys_update_xml","","false","2020-09-13 06:14:19"
"Upgrade Blame Log","sys_upgrade_blame","","false","2020-09-13 06:14:11"
"System Upgrades","sys_upgrade_history","","false","2020-09-13 06:14:16"
"Upgrade Details","sys_upgrade_history_log","","false","2020-09-13 06:14:16"
"Upgrade Manifest","sys_upgrade_manifest","","false","2020-09-13 06:14:16"
"System Upgrade Metric","sys_upgrade_metric","","false","2020-09-13 06:14:16"
"Upgrade State","sys_upgrade_state","","false","2020-09-13 06:14:18"
"User","sys_user","","false","2020-09-13 06:14:42"
"Delegate","sys_user_delegate","","false","2020-09-13 06:39:36"
"User GEO Location","sys_user_geo_location","","false","2020-09-13 06:49:17"
"Group Member","sys_user_grmember","","false","2020-09-13 06:14:43"
"Group","sys_user_group","","false","2020-09-13 06:14:42"
"Group Type","sys_user_group_type","","false","2020-09-13 06:14:43"
"User Subscription","sys_user_has_license","","false","2015-10-27 12:08:46"
"User Role","sys_user_has_role","","false","2020-09-13 06:15:09"
"User Subscription Audit Log","sys_user_license_audit_log","","false","2020-09-13 06:50:01"
"Excluded Users","sys_user_license_exclude","","false","2020-09-13 06:50:11"
"User Subscription Source","sys_user_license_source","","false","2020-09-13 06:50:11"
"Pending Users","sys_user_pending_license","","false","2020-09-13 06:50:11"
"User Preference","sys_user_preference","","false","2020-09-13 06:14:43"
"User Presence","sys_user_presence","","false","2020-09-13 06:16:42"
"Role","sys_user_role","Application File","false","2020-09-13 06:14:42"
"Contained Role","sys_user_role_contains","Application File","false","2020-09-13 06:15:10"
"Role Subscription Attribute","sys_user_role_lic_attr","","false","2020-09-13 06:50:00"
"User Session","sys_user_session","","false","2020-09-13 06:14:43"
"Subscription User Set","sys_user_set","","false","2020-09-13 06:50:11"
"User Set Audit Log","sys_user_set_audit_log","","false","2020-09-13 06:50:11"
"User Token","sys_user_token","","false","2020-09-13 06:14:42"
"User Token Network","sys_user_token_network","","false","2020-09-13 06:14:41"
"Unsubscribed User","sys_user_unlicensed","","false","2020-09-13 06:50:02"
"UX Children Definition","sys_ux_children","Application File","false","2020-09-13 06:43:09"
"UX Children Layout","sys_ux_children_layout","Application File","false","2020-09-13 06:43:11"
"Children Slot","sys_ux_children_slot","Application File","false","2020-09-13 06:43:12"
"UX Content Picker","sys_ux_content_picker","UX Page Element","false","2020-09-13 06:43:09"
"UX Content Placeholder","sys_ux_content_placeholder_elem","UX Page Element","false","2020-09-13 06:43:12"
"UX Custom Content Extension","sys_ux_custom_content_root_elem","UX Page Element","false","2020-09-13 06:43:11"
"UX Asset","sys_ux_lib_asset","Application File","false","2020-09-13 06:43:10"
"UX Component Definition","sys_ux_lib_component","Application File","false","2020-09-13 06:43:11"
"Component Action","sys_ux_lib_component_action","Application File","false","2020-09-13 06:43:10"
"Component Attribute","sys_ux_lib_component_attr","Variables","false","2020-09-13 06:43:12"
"Component Property","sys_ux_lib_component_prop","Application File","false","2020-09-13 06:43:11"
"UX Content Picker Slot","sys_ux_lib_content_picker_slot","Application File","false","2020-09-13 06:43:12"
"Picker Slot Variable","sys_ux_lib_picker_slot_var","Variables","false","2020-09-13 06:43:10"
"UX Component Prefetched Resource","sys_ux_lib_presource","Application File","false","2020-09-13 06:43:10"
"UX Source Code","sys_ux_lib_source_script","Application File","false","2020-09-13 06:43:12"
"UX Macroponent Definition","sys_ux_macroponent","Application File","false","2020-09-13 06:43:12"
"UX Macroponent Type","sys_ux_macroponent_type","Application File","false","2020-09-13 06:43:09"
"UX Page","sys_ux_page","Application File","false","2020-09-13 06:43:09"
"UX Page Action Registry","sys_ux_page_action","Application File","false","2020-09-13 06:43:11"
"Action Binding","sys_ux_page_action_binding","Application File","false","2020-09-13 06:43:10"
"UX Page Element","sys_ux_page_element","Application File","true","2020-09-13 06:43:09"
"UX Page Element Permissions","sys_ux_page_element_m2m_role","Application File","false","2020-09-13 06:43:11"
"UX Page Property","sys_ux_page_property","Application File","false","2020-09-13 06:43:10"
"UX Page Registry","sys_ux_page_registry","Application File","false","2020-09-13 06:43:09"
"UX Template Type","sys_ux_template_type","Application File","false","2020-09-13 06:43:13"
"Value","sys_variable_value","","false","2020-09-13 06:16:14"
"Email Watermark","sys_watermark","","false","2020-09-13 06:16:10"
"Scripted Web Service","sys_web_service","Application File","false","2020-09-13 06:18:34"
"Input Parameter","sys_web_service_input","Application File","false","2020-09-13 06:18:34"
"Output Parameter","sys_web_service_output","Application File","false","2020-09-13 06:18:34"
"Permitted Constructor, Field, or Method","sys_whitelist_member","","false","2020-09-13 06:17:29"
"Permitted Package Call","sys_whitelist_package","","false","2020-09-13 06:17:29"
"Widget","sys_widgets","Application File","false","2020-09-13 06:14:32"
"Interceptor","sys_wizard","Application File","false","2020-09-13 06:14:15"
"Answer","sys_wizard_answer","Application File","false","2020-09-13 06:14:15"
"Wizard Choices","sys_wizard_choice","","false","2020-09-13 06:14:15"
"Wizard Payload","sys_wizard_payload","","false","2020-09-13 06:14:15"
"Action Exclusion","sys_workspace_declarative_action_exclusion","Application File","false","2020-09-13 07:00:16"
"WS Security Profile","sys_wss_profile","","false","2020-09-13 06:18:33"
"Scripted REST API","sys_ws_definition","Application File","false","2020-09-13 06:16:56"
"Scripted REST Header","sys_ws_header","Application File","false","2020-09-13 06:16:56"
"Scripted REST Header Association","sys_ws_header_map","Application File","false","2020-09-13 06:16:57"
"Scripted REST Resource","sys_ws_operation","Application File","false","2020-09-13 06:16:57"
"Scripted REST Query Parameter","sys_ws_query_parameter","Application File","false","2020-09-13 06:16:56"
"Scripted REST Query Parameter Association","sys_ws_query_parameter_map","Application File","false","2020-09-13 06:16:57"
"Scripted REST Version","sys_ws_version","Application File","false","2020-09-13 06:16:57"
"Task","task","","true","2020-09-13 07:06:59"
"Task Action Workflow","task_action_workflow","Application File","false","2020-09-13 06:37:57"
"CIs Affected","task_ci","","false","2015-04-06 11:16:27"
"Impacted CIs","task_cmdb_ci_service","","false","2015-04-03 14:57:06"
"Cost centers affected","task_cost_center","","false","2020-09-13 06:16:32"
"Groups affected","task_group","","false","2020-09-13 06:16:32"
"Locations affected","task_location","","false","2020-09-13 06:16:32"
"Outages Tasks Link","task_outage","","false","2020-09-13 07:01:49"
"Service Offerings","task_service_offering","","false","2020-09-13 06:37:31"
"Task SLA","task_sla","","false","2020-09-13 06:46:52"
"Time Worked","task_time_worked","","false","2020-09-13 06:36:47"
"Template Import Log","template_import_log","","false","2020-09-13 06:18:18"
"Temp Disk","temp_cmdb_ci_disk","","false","2020-09-13 06:31:58"
"Temp File System","temp_cmdb_ci_file_system","","false","2020-09-13 06:31:58"
"Temp Storage Port","temp_cmdb_ci_storage_port","","false","2020-09-13 06:31:58"
"Test Execution","test_execution","","false","2020-09-13 06:19:18"
"Text Searches","text_search","","false","2020-09-13 06:39:49"
"Ticket","ticket","Task","false","2020-09-13 06:36:49"
"Ticket Configuration","ticket_configuration","Application File","false","2020-09-13 07:03:06"
"Tab Configuration","ticket_tab_configuration","Application File","false","2020-09-13 07:03:06"
"Token Verification","token_verification","Auth Key Verification","false","2020-09-13 06:45:43"
"Trend Definition","trend_definition","Application File","false","2020-09-13 07:00:39"
"Trend Recommendation","trend_recommendation","Application File","false","2020-09-13 07:00:40"
"Trigger Rule","trigger_rule","Assignment Rule","false","2020-09-13 06:59:34"
"Ts Attachment","ts_attachment","","false","2020-09-13 06:47:54"
"Text Index Attribute Map","ts_attribute_map","Application File","true","2020-09-13 06:18:22"
"Ts Chain","ts_chain","","false","2020-09-13 06:47:52"
"Chain Summary","ts_chain_summary","","false","2020-09-13 06:47:52"
"Text Index Column Attribute Map","ts_column_attribute_map","Text Index Attribute Map","false","2020-09-13 06:18:22"
"Text Index Configuration","ts_configuration","Application File","false","2020-09-13 06:18:22"
"Text Index Configuration Attribute","ts_configuration_attribute","","false","2020-09-13 06:18:22"
"Text Index for alm_asset","ts_c_10_0","","false","2020-09-13 07:15:37"
"Text Index for alm_asset","ts_c_10_1","","false","2020-09-13 07:15:37"
"Text Index for alm_asset","ts_c_10_2","","false","2020-09-13 07:15:37"
"Text Index for alm_asset","ts_c_10_3","","false","2020-09-13 07:15:37"
"Text Index for alm_asset","ts_c_10_4","","false","2020-09-13 07:15:38"
"Text Index for alm_asset","ts_c_10_5","","false","2020-09-13 07:15:38"
"Text Index for alm_asset","ts_c_10_6","","false","2020-09-13 07:15:38"
"Text Index for alm_asset","ts_c_10_7","","false","2020-09-13 07:15:38"
"Text Index for alm_asset","ts_c_10_8","","false","2020-09-13 07:15:39"
"Text Index for alm_asset","ts_c_10_9","","false","2020-09-13 07:15:39"
"Text Index for kb_social_qa_answer","ts_c_11_0","","false","2020-09-13 07:16:00"
"Text Index for kb_social_qa_answer","ts_c_11_1","","false","2020-09-13 07:16:01"
"Text Index for kb_social_qa_answer","ts_c_11_2","","false","2020-09-13 07:16:01"
"Text Index for kb_social_qa_answer","ts_c_11_3","","false","2020-09-13 07:16:01"
"Text Index for kb_social_qa_answer","ts_c_11_4","","false","2020-09-13 07:16:02"
